converted_at,statement,rows_read,vouchers,journal_lines,duplicates,sales_from,sales_to,je_from,je_to,folder
2026-09-01 12:36:00,Combined_Transactions,,51,150,0,26-27/VASL/U/026,26-27/VASL/U/034,26-27/LLP/Aug/022,26-27/LLP/Aug/063,20260901-123600 Combined_Transactions
